#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
421,,Valentin Buhăcianu,0,0,22.22,26.32,0.25,0.31
422,,Stefan Blanaru,0.07,0,36.54,37.04,1.07,0.93
423,,Andrei Tîrcoveanu,0.16,0,14.29,34.94,0.79,0.47
424,,Elad Shahaf,0,0,10,30.99,0.42,1.08
425,,Cristian Dumitru,0,0,33.33,41.18,0.75,0.25
426,,Albert Hofman,0.5,0,0,17.39,0.25,1
427,,Valentin Sima,0,0,100,100,0,0
428,,Jakub Vojtuš,0,0,40,27.27,0.2,0.6
429,,Martin Raynov,0.25,0,71.43,50,0.25,0.63
430,,Ionuț Năstăsie,0.07,0,33.33,50,0.57,0.21
431,,Paul Pârvulescu,0.4,0,50,43.75,0.6,2.2
432,,Mihai Dobrescu,0.07,0.07,29.41,49.21,0.67,0.73
433,,Andrei Panait,0.31,0,58.93,43.64,0.69,1.77
434,,Valentin Costache,0.08,0.04,36.36,38.51,0.67,0.46
435,,Albert Stahl,0,0,23.08,35.48,0.3,0.17
436,,Jefté Betancor,0,0,54.55,37.93,0.29,0.43
437,,Adrian Cierpka,0,0,0,0,0,1
438,,Romario Moise,0,0,0,50,0,0
439,,Joseph Godwin,0,0,100,50,0,1
440,,Daniel Graovac,0,0,66.67,62.5,0,0.5
441,,Daniel Birzu,0,0,0,60,1.5,1
442,,Dylan Mboumbouni,0.2,0,46.15,60,0.4,0.6
443,,Orhan Ademi,0,0,42.86,29.41,0.13,0.63
444,,Ianis Stoica,0.13,0,14.71,18.99,0.38,0.81
445,,Ionut Burnea,0.26,0,48.28,48.41,0.79,1.37
446,,Mateus Santos,0.22,0.04,15.15,34.81,1.22,1.15
447,,Cristian Paz,0.1,0,41.38,38.71,0.1,1.1
448,,Mihai Bordeianu,0.15,0,40,37.23,1.08,1.54
449,,Boubacar Hanne,0.29,0,50,44,0.57,0.71
450,,Amadou Tidiane Diallo,0,0,27.27,36.92,0.33,0.5
451,,Geani Creţu,0.12,0,13.79,30.39,0.41,0.65
452,,Robert Moldoveanu,0,0.06,56.82,47,0.83,0.67
453,,Petar Petkovski,0.1,0,8.33,32,0.5,0.7
454,,Florin Ilie,0.17,0.08,49.28,45.24,0.25,0.63
455,,Laurențiu Brănescu,0,0,100,100,0,0
456,,Cătălin Hlistei,0.25,0,0,28.57,0.5,0.25
457,,Julio Donisa,0,0,21.43,34.48,1,0.89
458,,Dinu Moldovan,0,0,100,100,0,0
459,,Rolandas Baravykas,0,0,25,35.71,0.57,0.71
460,,Sebastian Micu,0,0,0,0,0,0
461,,Marian Danciu,0,0,0,0,0,0.5
462,,Raul Avram,0,0,0,100,1,0
463,,Iulian Costin Petrisor,0,0,50,25,0,0.5
464,,Andrei Căprescu,0,0,20,46.43,1.5,0.5
465,,Flavius Croitoru,0,0,0,100,0.2,0
466,,Yanis Pirvu,0,0,100,27.27,0.17,0.33
467,,Bryan Alceus,0.19,0.06,56.52,45.63,0.5,1
468,,Vladislav Blănuță,0,0.1,41.86,34.62,0.2,1
469,,Albert Voinea,0,0,0,33.33,0,1
470,,Luca Banu,0,0,0,28.57,0.5,0.5
471,,Seydou Issah,0.29,0.14,50,33.33,0,0.57
472,,Jibril Ibrahimi,0,0,18.18,22.73,0.25,0.5
473,,Luca Andronache,0,0,0,10,0,0.33
474,,Enzo Célestine,0.14,0,27.27,25,0.29,0.57
475,,Gino Stefan Oprescu,0,0,0,0,0,1
476,,Alexandru Munteanu,0,0,40,33.33,0,0
477,,Jesús Fernández,0,0,0,50,0.5,0
478,,Denis Benga,0,0,0,33.33,0.5,0
479,,Harisson Manzala,0.33,0,100,37.5,0,0.67
480,,Fabiano Cibi,1,0,0,40,0,2
481,,Nicolas Popescu,0.25,0,0,10,0,0.75
482,,Veres Szilard,0.67,0,50,35.71,0.67,2
483,,Kassim M'Dahoma,0,0,100,100,0,0
484,,Teodor Pestisor,0,0,0,0,0,0
485,,Ovidiu Horşia,0.29,0.14,16.67,29.55,0.43,0.86
486,,Laurentiu Bucur,0,0,0,0,0,0
487,,Alexandru Stoian,0,0,0,0,0,1
488,,Aly Ndom,0,0,0,0,0,0
489,,Alexandru Bota,0,0,0,50,1,0
490,,David Marian Croitoru,0,0,0,0,0,0
491,,Akos Nistor,0,0,0,0,0,0
492,,Mihnea Radulescu,0,0,0,50,0,0
493,,Mario Ilie,0,0,0,0,0,0
494,,Alexandru Crivac,0,0,0,0,0,0
495,,Bogdan Ungureanu,0,0,0,0,0,0
496,,Raul Bucur,0,0,0,0,0,0
497,,Mario Ionita,0,0,0,0,0,1
498,,Costel Avram,0,0,0,0,0,0
499,,Doru Andrei,0,0,0,50,0,0
500,,Alberto Olaru,0.5,0,0,0,0,0.5
501,,Robert Popescu,0,0,0,0,0,0
502,,Claudiu Moise,0,0,50,50,0,0
503,,Ionut Zanfir,0,0,0,80,0.5,0
