#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
409,,Dailon Rocha Livramento,0.11,0.04,4.21,58.47,1.07,60
410,,Misha Engel,0.06,0,41.31,77.08,4.59,43.42
411,,Jordy van der Winden,0,0,42,73.54,4.78,51.06
412,,Lamine Diaby-Fadiga,0,0,7,71.43,1.5,20
413,,Mateo Leš,0,0,20.47,83.05,3.06,58.33
414,,Nigel Bertrams,0,0,24.32,67.75,0.39,44.25
415,,Evangelos Patoulidis,0.08,0.15,10.04,76.25,2.73,57.69
416,,Kees Smit,0.5,0,25.5,88.24,7.25,87.5
417,,Sten Kremers,0,0,28.75,76.52,0,50
418,,Quinten Van den Heerik,0,0,3.5,67.86,1,50
419,,Rafik el Arguioui,0,0,18.13,79.31,3,70.37
420,,Delano Ladan,0,0,11.47,61.63,2.53,53.33
421,,Teun Bijleveld,0.04,0,36.11,80.82,6.11,48.63
422,,Fedde Leysen,0,0,47.09,80.16,3.94,46.27
423,,Matteo Dams,0,0,8.33,82,1.5,55.56
424,,Toshio Lake,0,0.09,13.96,75.39,3.26,61.54
425,,Pieter Bogaers,0.05,0.05,30.59,75.19,3.95,50.38
426,,Bradly Van Hoeven,0.04,0.11,18.3,78.95,6.19,68.09
427,,Mart Remans,0.1,0.1,13.97,69.88,2.97,60.71
428,,Chardi Landu,0,0,5.58,70.15,2,33.33
429,,Dante Sealy,0,0.04,14.04,77.84,3.56,59.38
430,,Jesse van de Haar,0,0,5.33,68.75,1.17,50
431,,Javier Vet,0,0,22.14,69.63,3.28,36.07
432,,Lucas Vankerkhoven,0,0,42.93,81.03,7.21,55.7
433,,Thomas Marijnissen,0,0.08,9,66.67,2.08,50
434,,Mihkel Ainsalu,0,0,14,66.67,2.5,35.71
435,,Danny Post,0,0,17.33,77.56,3.89,50
436,,Rico Zeegers,0,0,24.24,80.35,1.29,36.96
437,,Antonio Satriano,0,0,5.5,72.73,1.17,0
438,,Elso Brito,0.14,0.11,27.64,74.42,4.36,31.9
439,,Enzo Geerts,0,0,15.89,88.81,3.67,62.5
440,,Abdenego Nankishi,0,0.09,6.27,71.01,2.36,0
441,,Benjamin Reemst,0.03,0.06,17.03,75.99,3.29,65.45
442,,Silvinho Esajas,0,0,10.5,75.79,2.33,61.76
443,,Anis Yadir,0,0,3.8,73.68,1.2,100
444,,D'Leanu Arts,0.08,0.08,22.92,76.36,2.42,31.43
445,,Kasper Lunding,0,0,4.2,76.19,0.4,50
446,,Thomas Beekman,0.08,0,7,72.62,1.5,77.78
447,,Asier Cordoba Querejeta,0,0,7.46,73.2,2.38,66.67
448,,Eros Maddy,0.2,0.23,15.2,76.54,6.2,35.29
449,,Roland Baas,0,0,14,72.86,3,50
450,,Jaymillio Pinas,0.03,0.07,8.17,69.2,1.83,23.81
451,,Finn Stam,0,0,41.04,82.84,2.74,51.25
452,,Jayden Addai,0,0.06,7.81,68.8,2.06,92.31
453,,Sem Dirks,0,0.07,31.07,81.38,2.14,39.47
454,,Leroy Labylle,0,0,39.18,81.4,5.79,48.44
455,,Gaetan Bosiers,0.12,0.12,15.12,69.65,4.47,48.28
456,,Trevor David,0.05,0,24.7,72.87,4.1,41.27
457,,Daijiro Chirino,0.03,0.1,20.17,80.66,4.63,40.38
458,,Albert Lottin,0,0,37.67,78.17,8.33,62.12
459,,Jayen Gerold,0,0.33,4.67,85.71,2.67,100
460,,Adam Kaied,0,0,9,74.07,2.67,40
461,,Alessio Miceli,0.05,0,17.32,73.86,3,48.19
462,,Steven van der Heijden,0,0,27.46,78.88,3,54.24
463,,Elie Raterink,0.1,0,4.9,53.06,1.4,33.33
464,,Yassine Azzagari,0.07,0,11.6,65.52,2.07,42.5
465,,Milan Hilderink,0,0,18.16,78.19,0.56,42.86
466,,Diyae Jermoumi,0.05,0.05,27.36,86.54,4.18,53.13
467,,Joey Sleegers,0.07,0.07,14.07,69.19,3.4,42.11
468,,Arthur Zagre,0,0,27,79.63,4,56.25
469,,Jeremiah Esajas,0,0,12.2,80.33,2.4,100
470,,Calvin Raatsie,0,0,28.17,69.23,0.67,40
471,,Mohamed Mallahi,0.06,0,12.89,71.98,4.22,42.86
472,,Jesse Schuurman,0,0.04,21.46,71.46,3.13,50
473,,Victor Wernersson,0.1,0.1,25.6,63.67,5.4,17.86
474,,Ilias Alhaft,0.04,0.15,9.78,77.65,4.15,52.38
475,,Boubakar Camara,0.05,0,9.95,80.38,2.81,54.55
476,,Joep Kluskens,0,0,19.94,79.31,3.19,47.83
477,,Olivier van Eldik,0.11,0,19.21,84.66,4.42,65.63
478,,Dave Kwakman,0.06,0.06,20.38,85.58,3,62.75
479,,Joshua Mukeh,0,0,22.2,80.18,3.33,49.18
480,,Rajiv Van La Parra,0,0,8.38,82.09,3.75,100
481,,Pepijn Doesburg,0,0,5.04,57.76,1.13,50
482,,Tomas Kalinauskas,0.18,0.06,15.59,69.06,4.12,50
483,,Kaj de Rooij,0,0,18.22,74.7,5.89,51.52
484,,Mauro Savastano,0,0,16.38,75.59,1.69,38.18
485,,Fodé Fofana,0,0,7.11,78.13,2.22,0
486,,Charles-Jesaja Herrmann,0,0,7.28,73.08,2.44,42.86
487,,Vieri Kotzebue,0.11,0.11,6.44,75.86,2.22,33.33
488,,Yael Liesdek,0,0,6.46,77.38,1.31,66.67
489,,Lennerd Daneels,0.13,0.1,12.93,73.97,4.2,26.83
490,,Jamil Takidine,0.14,0.14,26.57,82.8,4,50
491,,Renzo Tytens,0.13,0.13,25.5,76.96,5.13,20
492,,Stan Maas,0,0.04,21.58,78.76,1.67,43.02
493,,Elijah Dijkstra,0,0,16,81.25,4,100
494,,Olaf Kok,0,0,1,100,1,0
495,,Timo Regouin,0,0,6,83.33,2,0
496,,Rhino Goutier,0,0,8,50,2,0
497,,Rafael Struick,0,0,2.5,80,1.5,0
498,,Alvaro Henry,0,0,6,50,0.5,0
499,,Max van Hees,0,0,4,75,0.5,0
500,,Levi Schoppema,0,0,3.5,71.43,1.67,50
501,,Jay Kruiver,0.04,0,17.08,75.88,3.68,54.88
502,,Nick de Groot,0.05,0.05,12.9,67.05,1.3,38.46
503,,Arthur Allemeersch,0,0,11.53,62.24,2.29,71.43
504,,Nabil El Basri,0.11,0.11,4.78,51.16,0.78,0
505,,Sam Bisselink,0.13,0.13,4.38,71.43,1.25,25
506,,Julliani Eersteling,0.05,0.05,28.05,74.53,5.24,43.48
507,,Dion Versluis,0.08,0,6.85,57.3,1.85,75
508,,Koen Blommestijn,0,0,6.85,57.3,1.85,62.5
509,,Mayckel Lahdo,0,0,19,85.09,6,80
510,,Yuya Ikeshita,0.06,0.06,21.31,81.82,3.56,65.04
511,,Marcus Scholten,0,0,4,66.18,1.29,25
512,,Gio-Renys Felicia,0,0,7.72,71.22,3.22,58.33
513,,August Priske,0.03,0,8.14,67.37,2.03,47.37
514,,Fabio Di Michele Sanchez,0.15,0.08,37.69,71.84,5.77,44.76
515,,Jorn van Hedel,0,0,16.27,72.07,2.32,36.49
516,,Youness Mokhtar,0,0,18.71,76.34,6.14,57.14
517,,Jafar Arias,0,0,9.5,71.49,1.96,56.25
518,,Niek Schiks,0,0,25.44,74.2,0.44,43.58
519,,Ricuenio Kewal,0.05,0.16,14.89,72.79,5.05,50
520,,Melih Ibrahimoglu,0,0,10,80,2.33,50
521,,Heritier Deyonge,0,0,13,76.92,1.67,33.33
522,,Nazjir Held,0,0,19.33,75.86,3,12.5
523,,Fabio Sposito,0,0,10,63.33,1.33,50
524,,Julian Brandes,0,0,7,71.43,1.25,0
525,,Jozhua Vertrouwd,0,0,13.71,77.08,1.79,50
526,,Tobias Augustinus Jensen,0.08,0,14.23,72.43,3.69,53.85
527,,Jerailly Wielzen,0,0.08,13,73.37,2.46,33.33
528,,Tijmen Wildeboer,0.2,0.2,6.2,64.52,2.2,0
529,,Ernest Poku,0,0,11.67,75.43,4.07,20
530,,Fredrik Oppegård,0,0,35.86,84.06,5.29,55
531,,Thomas van Bommel,0,0,8.88,64.24,0.94,50
532,,Sergio Tremour,0.22,0.11,6.33,63.16,1.56,16.67
533,,Nick Köster,0.07,0,3.5,75.51,1.36,33.33
534,,Dean van der Sluys,0.03,0,27,70.86,5.1,33.11
535,,Damienus Reverson,0,0.04,12.21,74.85,3,57.14
536,,Mohammed Akharaz,0.5,0,3.5,28.57,1,0
537,,DJ Buffonge,0.25,0,9.75,76.92,4,100
538,,Joey de Bie,0,0,3,66.67,1.75,100
539,,Özcan Yasar,0.04,0.08,5.46,66.9,1.62,30.77
540,,Niciano Omzigtig,0,0,13.25,76.42,2.63,21.43
541,,Sonny Stevens,0,0,29.64,71.81,1.5,54.86
542,,Joshua Pynadath,0,0.17,6.67,62.5,1.5,50
543,,Sebastiaan van Bakel,0,0,5.15,73.38,1.67,50
544,,Richonell Margaret,0.05,0.05,15.52,77.3,5,33.33
545,,Rayan El Azrak,0,0,8.83,86.79,2.58,88.89
546,,Ayouba Kosiah,0,0,3.17,57.89,0.67,0
547,,Moreno Rutten,0.1,0.1,9.5,57.89,2.3,30
548,,Wessel Kooy,0,0,41.67,83.2,1.44,46.55
549,,Anthony Fontana,0,0,14.5,82.07,4.1,64.29
550,,Malhory Noc,0.07,0.07,14.47,78.34,5.2,75
551,,Maarten Pouwels,0,0,4.71,69.7,1.79,100
552,,Hamza Bouihrouchane,0,0,18,81.62,4,42.86
553,,Justin Ogenia,0.1,0.05,11.05,64.71,2,35.71
554,,Aurelio Oehlers,0.06,0.06,5.35,56.04,1.24,50
555,,Milan Corryn,0,0,7.56,58.82,2.67,37.5
556,,Dino Halilović,0,0,10.14,73.24,1.64,57.14
557,,Wassim Essanoussi,0.06,0,8.33,71.33,2.5,30.77
558,,Ezra van der Heiden,0,0.2,3.2,81.25,0.6,100
559,,Wesley Spieringhs,0.11,0.11,2.33,90.48,0.78,100
560,,Kilian Nikiema,0,0,25,88,0,66.67
561,,Rida Chahid,0,0,6,83.33,1,0
562,,Danny Bakker,0,0,2,50,1,0
563,,Jamal Gonzaga,0,0,9,55.56,1,100
564,,Ilias Splinter,0,0,8,87.5,3,100
565,,Jeffry Puriel,0,0,15,66.67,1,0
566,,Daniel van Vianen,0,0,4,75,0,0
567,,Nick Broekhuizen,0,0,6,33.33,0,0
568,,Nelson Egah,0,0,1,100,1,0
569,,Oussama Alou,0,0,6,83.33,1.5,0
570,,Roy Steur,0,0,31.5,55.56,1,24.32
571,,Jimmy Vijgen,0,0,3.5,57.14,0,0
572,,Cas Dijkstra,0,0,9,94.44,4,100
573,,Niels van Wetten,0,0,3,83.33,0.5,0
574,,Job Kalisvaart,0,0,31.5,79.37,4,57.14
575,,Saul Penders,0,0,2.6,69.23,0.4,0
576,,Ryan Yang Leijten,0,0,13.87,75.96,2.8,46.15
577,,Luc Marijnissen,0,0,20.57,75.69,1.43,48.39
578,,Yahcuroo Roemer,0,0,7.42,66.29,2.42,62.5
579,,Abdallah Aberkane,0.13,0.06,25.5,73.04,3.69,44.44
580,,Elias Sierra,0,0,4.41,78.67,1.59,100
581,,Ali Barak,0,0,12.67,73.68,2.33,25
582,,Dylan Dassy,0,0,18.4,70.65,2.4,22.22
583,,Ilyas Bougafer,0,0,5.17,80.65,2,50
584,,Emir Terzi,0,0,9.43,75,1.57,27.27
585,,Achraf Madi,0,0,5.5,54.55,2,66.67
586,,Jesse Reinders,0,0,5.33,56.25,0.67,0
587,,Achraf Boumenjal,0.14,0,27,82.01,2.64,54.1
588,,Dalton Enokpa,0.17,0,4,50,0.83,0
589,,Layee Kromah,0,0,9.67,86.21,2.67,66.67
590,,Jonas Clein,0,0,8.83,69.81,2.33,38.46
591,,Jorginho Soares,0,0,3.2,79.17,0.2,42.86
592,,Dirk Carlson,0,0,27.25,77.06,3.25,52.38
593,,Tim van den Heuvel,0,0,12.38,77.78,3.88,45.45
594,,Stanis Idumbo Muzambo,0,0,8.58,80.58,3,53.85
595,,Cain Seedorf,0.08,0.04,11.79,75.97,3.21,55.56
596,,Tijn Smolenaars,0,0,21,71.43,0,63.64
597,,Jochem Scheij,0,0,0,0,0,0
598,,Mikel Nuhaj,0,0,10,90,1,100
599,,Brend Leeflang,0,0,3.67,90.91,1,0
600,,Jimmy Kaparos,0,0,3.8,68.42,0.6,50
601,,Devon Koswal,0,0,18.75,73.33,1,47.06
602,,Richie Musaba,0,0,11.4,68.42,3.8,0
603,,Dennis Gyamfi,0,0,26.8,74.38,3.4,52.88
604,,Sefik Abali,0,0,12.5,80,0,50
605,,Jasper Hartog,0,0,4,100,4,0
606,,Joran Hardeman,0,0,11,90.91,0,0
607,,David Kalokoh,0,0,4.5,100,2.5,100
608,,Sheddy Barglan,0,0,2,66.67,0,0
609,,Dean Guezen,0,0,2,100,1,0
610,,Tom Kerssens,0,0,6,50,2,0
611,,Wilmer Olofsson,0,0,52,84.62,0,0
612,,Luca Everink,0,0,7.75,87.1,2.75,66.67
613,,Pepijn van de Merbel,0,0,14.5,82.76,0,58.33
614,,Enoch Mastoras,0,0,3,66.67,1,0
615,,Chiel Olde Keizer,0,0,10.5,47.62,2,0
616,,Neal Viereck,0,0,1,50,0.5,0
617,,Konrad Sikking,0,0,21.67,50.77,0,25
618,,Jens Jacobs,0,0,1.5,33.33,0,0
619,,Arthur Piedfort,0,0,0,0,0,0
620,,Julian Oerip,0,0,1,100,0,0
621,,Stan Henderikx,0,0,2,50,0,0
622,,Lorenzo Noviello,0,0,0,0,0,0
623,,Maas Willemsen,0,0,1,100,0,0
624,,Diego van Oorschot,0,0,0.5,100,0.5,0
