#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
414,,Emil Roback,0,0,0.67,50,0,0
415,,Kevin Holmén,0,0,7.33,72.73,1.33,80
416,,Elai Ali Fadel,0,0,5.5,59.09,1.25,37.5
417,,Astrit Selmani,0,0,6.5,56.41,2.08,50
418,,Gustav Friberg,0,0,11.6,62.07,2,21.43
419,,Richie Omorowa,0,0.11,4.33,71.79,1.78,0
420,,Yassine El Ouatki,0,0,14.95,83.45,3.21,50
421,,Stephen Bolma,0,0,8,50,1,0
422,,Johnbosco Samuel Kalu,0,0,0,0,0,0
423,,Anomnachi Chinasa Chidi,0,0,2,100,2,0
424,,Noah Astrand John,0,0,13,61.54,2,0
425,,Elias Durmaz,0,0,12,66.67,3.5,50
426,,Villiam Dahlström,0,0,2.5,100,1.5,100
427,,Rony Jansson,0,0,28,90.18,4.5,57.14
428,,Elias Olsson,0,0,14.25,89.47,0.75,16.67
429,,Emil Özkan,0,0,3.89,94.29,1.11,0
430,,Fredrik Andersson,0,0,23.88,56.54,0.88,42.25
431,,Adnan Marić,0,0,7.5,73.33,2,0
432,,Maxime Anne Marie Sainte,0,0,17.05,77.78,4.53,53.33
433,,Love Bjornson,0,0,2.33,71.43,1,0
434,,Carl Ljungberg,0,0,3,66.67,0,0
435,,Jesper Dickman,0,0,2,66.67,1.33,0
436,,Jamie Bichis,0,0,6.75,96.3,3.25,100
437,,Jon Birkfeldt,0,0,9.25,59.46,2.25,28.57
438,,Leo Frigell Jansson,0,0,5.36,71.19,1.18,40
439,,Pierre Bengtsson,0,0,11.75,76.6,5,0
440,,Monir Jelassi,0,0.13,7.63,80.33,2.63,0
441,,Måns Andersson,0,0,6,83.33,0,0
442,,Óli Valur Ómarsson,0,0,10.5,80.95,1.5,20
443,,Agon Mucolli,0,0,10.83,73.85,3.5,0
444,,Rami Kaib,0,0,17.2,70.93,3.4,33.33
445,,Kojo Peprah,0,0,2,100,0,100
446,,Oscar Linnér,0,0,28.67,61.63,1,25
447,,Sigge Jansson,0,0,10.5,76.19,2.5,0
448,,Elison Makolli,0,0,4,100,1,0
449,,Felix Eriksson,0,0,0,0,0,0
450,,Fritiof Hellichius,0,0,2,100,0,0
451,,Pontus Carlsson,0,0,2,50,1,0
452,,Melvin Sjöland,0,0,0,0,0,0
453,,William Andersson,0,0,2,100,1,0
454,,Leo Jonsson,0,0,0,0,0,0
455,,Didace Burubwa,0,0,0,0,0,0
