#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
412,,Mahmoud Mamdouh,0.11,0,37.65,41.67,0.58,0.47
413,,Mohamed Bassiouny,0.13,0,50,51.09,1,0.73
414,,Ahmed El Sheikh,0,0,50,46.94,0.45,0.45
415,,Basem Morsi,0.11,0,40.54,41.9,1.22,1.11
416,,Essam Sobhy,0.09,0,54.72,52.9,0.55,0.95
417,,Mostafa Gamal,0.13,0.03,50.56,50.76,0.77,0.81
418,,Bruno Sávio,0.07,0,34.78,31.71,0.43,0.64
419,,Alia Sylla,0.14,0,29.41,31.15,0.29,0.71
420,,Kingsley Fidelis Kuku,0,0,25,50,0.3,0.4
421,,Khaled El Akhmimi,0,0,44.44,48.28,0.21,0.11
422,,Emmanuel David,0,0,13.64,32.98,0.47,0.88
423,,Ibrahim Kone,0,0,41.67,51.81,0.69,0.5
424,,Salah Mohsen,0.16,0,30.95,34.88,0.32,0.63
425,,Gedo,0.33,0,40.7,40.91,0.79,0.92
426,,Ali Fathi,0.03,0.03,53.57,47.4,0.16,0.44
427,,Paul Joules,0.15,0.08,35.09,36.17,0.46,1.08
428,,Gaber Kamel,0.25,0.04,47.92,47.59,0.71,1.04
429,,Assem Salah,0.29,0,60,46.43,0.57,1.43
430,,Mohammed Rashid,0,0,50,50,0,0
431,,Motaz El Sayed,0,0,25,16.67,0,1
432,,Khaled Alnabrisi,0,0,0,100,1,0
433,,Sherif Dabo,0,0,0,0,0,0
434,,Abdoul Kader Coulibaly,0,0,0,33.33,0,0
435,,Saber El Shimi,0,0,100,50,0,1
436,,Mahmoud El Gharabawy,0,0,0,0,0,0
437,,Mahmoud Shedid Kenawi,0,0,0,25,0,1
438,,Ahmed El Sebai,0,0,0,42.86,1,1
439,,Shemeles Bekele,0,0,100,37.5,0,0.5
440,,El Habib Ahmed Hassan,0,0,0,0,0,0
441,,Amr Khalil,0,0,100,100,2.5,0
442,,Mohamed Benkhemassa,0,0,0,40,1,0.33
443,,Ali Yasser,0,0,33.33,33.33,0.33,0.67
444,,Ojo Tolulope,0,0,0,0,0,0
445,,Arthur Justice,0,0.2,77.78,57.69,0.6,1.2
446,,Mahmoud Gehad,0,0,60,50,0.33,1.83
447,,Medhat Fakousa,0.17,0,20,44.44,0.5,1.33
448,,Salah Zayed,0,0,100,66.67,0.29,0
449,,Eric Traore,0,0,43.33,44.64,0.08,0.42
450,,Ali Hamdy,0.21,0,46.67,39.53,0.53,0.74
451,,Ahmed Gamal,0.21,0,68.57,53.7,0.92,1.58
452,,Mahmoud Shabrawy,0.11,0,27.27,43.24,0.89,0.21
453,,Momen Atef,0.21,0,37.5,46.51,0.47,0.37
454,,Abdel Rahman Emad,0.15,0,50,51.58,0.65,0.6
455,,Mahmoud Emad,0,0,46.67,48.19,0.71,0.65
456,,Mohamed Saeed,0.07,0,34.72,38.38,0.44,1
457,,Mahmoud Zalaka,0,0,30,45.21,0.37,0.53
458,,Halimo,0.11,0,59.65,49.5,0.89,0.96
459,,Paulin Voavy,0.1,0,0,44.64,1,0.4
460,,Mohamed Dhaoui,0.11,0,20,38.18,1.11,0.78
461,,Ahmed El Saadani,0.11,0,100,100,0.67,0
462,,Razak Cissé,0,0,12.5,27.27,0.38,1.06
463,,Eric Serge,0.13,0,58.33,47.62,0.5,0.75
464,,Zeyad Tarek,0.25,0,66.67,44.44,0.13,0.13
465,,Abdelrahman Atef,0.07,0,29.27,28.93,0.67,1.11
466,,Abdallah Magdy,0.13,0.06,55.56,60,0.19,0.25
467,,Franck Mbella Etouga,0.1,0,33.33,32.86,0.4,0.6
468,,Firas Ifia,0.29,0,50,38.89,0.43,0.29
469,,Wagih Abdel Hakim,0.04,0,26.92,35.82,0.44,0.37
470,,Barakat Haggag,0,0.07,50.85,54.17,0.43,0.5
471,,Youssef Hassan,0,0,16.67,22.22,0,0
472,,Abdallah Yaisien,0.2,0,0,47.06,0.2,0.2
473,,Ahmed Ayman,0.08,0,54.55,50,0.23,0.46
474,,Mostafa El-Badry,0.06,0,25,47.42,1.47,0.53
475,,Islam Ateia,0.13,0,41.67,39.68,0.81,1.81
476,,Arabi Badr,0.2,0,70,51.52,0.5,1
477,,Mohamed Sadek,0.36,0,33.33,37.84,0.55,1.45
478,,Aymen Sfaxi,0.12,0.06,31.58,37.7,0.29,0.82
479,,Mahmoud Alaa El Katamy,0.13,0,50,53.49,0.38,0.5
480,,Abubakar Liday,0.08,0,0,50.68,1.54,0.92
481,,Karim Mostafa,0.05,0,41.67,38.95,0.5,0.41
482,,Ahmed Shousha,0.18,0,54,52.75,0.47,0.76
483,,Mohamed Nadi,0.18,0,54.9,41.67,0.24,0.65
484,,Ahmed Dawooda,0.08,0,0,34.21,0.69,0.38
485,,Omar Saoudi,0,0,0,0,0,0
486,,Fares Hatem,0,0,33.33,50,0.25,0.25
487,,Momen Mohamed Abd Rabo,0.25,0,81.82,71.43,0.25,0
488,,Tariq Alaa,0.14,0,20,40,0.14,1.71
489,,Ahmed Hamoudi,0.07,0,0,47.22,0.57,0
490,,Mahmoud Wahid,0,0,100,65,0.4,0.4
491,,Valentine Odoh,0.31,0,28.42,35.16,0.88,1.88
492,,Abdelghani Mohamed,0.14,0,39.13,41.75,0.62,0.81
493,,Charles Ekpenyong,0.23,0,50,34.67,0.54,1.08
494,,Karim Yehia,0.29,0,48,45.45,0.36,1.14
495,,Islam Gamal,0.13,0.25,40,44,0.13,0.63
496,,Momen Rady,0.25,0,28.57,32.69,0.5,2.25
497,,Ahmed Adel,0.04,0,42.86,38.83,1,0.54
498,,Youssef El Gohary,0,0,50,41.89,0.45,0.64
499,,Hadji Barry,0,0,7.69,24.07,0.4,0.27
500,,Mohamed Antar,0.05,0.05,64.29,47.03,1.14,0.62
501,,Ahmed Shadad,0.25,0,100,47.22,0.5,1.38
502,,Mohamed Nosseir,0,0,46.15,46.67,0.08,0.58
503,,Abdullahi Ojifinni,0.2,0,31.25,34.04,0.6,2.2
504,,Ahmed Eid,0,0,37.14,40,0.68,0.86
505,,Ziad Tolba,0,0,38.46,41.67,0.57,0.43
506,,Marwan Osman,0,0,23.08,26.92,0.11,0.33
507,,Gharib Yasser,0.13,0,60,52.38,0.31,0.56
508,,Amir Medhat,0.27,0,60,55.56,0.45,0.82
509,,Christopher John,0.11,0,32.76,37.5,0.93,0.64
510,,Mohamed Zaalouk,0,0,0,0,0,1
511,,Eiad El Askalany,0,0,100,66.67,1,2
512,,Alhassan Mubarak,0,0,100,33.33,0,1
513,,Mohamed Nabih,0,0,25,25,0,0
514,,Ahmed Hamdeen,0,0,0,28.57,0,1
515,,Salisu Mobarak,1,0,0,0,0,1
516,,Ahmed Rashwan,0,0,50,33.33,0,0
517,,Ahmed Ali Kamel,0,0,14.29,21.43,0.67,0.33
518,,Akinade Moses Ibukun,0.25,0,14.29,29.17,0.5,1.25
519,,Ibrahim Ayesh,0.25,0,100,36.84,0,1
520,,Hesham Sabry,0,0,50,33.33,0,0.75
521,,Hany Adel,0,0,28.57,50,0.8,0.2
522,,Abdul Aziz Mousa,0.2,0,50,46.67,0.4,0.4
523,,Islam El Mizzayn,0,0,42.86,38.89,0.4,0.4
524,,Mostafa Osama,0.14,0,0,46.88,1,0.43
525,,Momen Awad,0.25,0,25,42.86,0.33,0.25
526,,Hussein Ragab,0.07,0,35.09,30.21,0.2,0.6
527,,Moussa Diawara,0.11,0,50,40.91,0.26,0.58
528,,Tarek Samy,0,0,50,36.36,0,0.75
529,,Ahmed Mohsen,0.13,0,33.33,34.48,0.13,0.75
530,,Ahmed Nader Hawash,0.21,0,33.33,34.67,0.57,0.64
531,,Youssef Obama,0.2,0,25,30.77,0.2,0.4
532,,Rafaat Khalil,0.14,0,60,50,0.43,0.43
533,,Ashraf Magdy,0,0,100,36.84,0.43,0.29
534,,Ahmed Belya,0,0,0,27.27,0,0.14
535,,Mahmoud Abou-Gouda,0.11,0,26.92,22.45,0,0.89
536,,Fahd Gomaa,0.13,0.13,16.67,23.81,0.38,1.38
537,,Abdallah Gomaa,0.17,0,100,55.56,0.17,0
538,,Anthony Okpotu,0.14,0,28.57,22.22,0.57,0.71
539,,Mohamed Shawky Gharib,0,0,20,45.71,0.31,0.25
540,,Imad El Kabbou,0,0,0,0,0,1
541,,Mohamad Salah Zaki,0,0,0,0,0,0
542,,Ahmed Abdel Wahab,0,0,100,50,1,1
543,,Rida El Barjiji,0.5,0,100,42.86,0,1
544,,Amer Mohamed,0,0,0,100,1,0
545,,Mohamed Fawzy Gad,0,0,66.67,46.15,1,1.5
546,,Ahmed Abo Egela,0,0,0,33.33,0,0
547,,Mohamed Abdelnasser,0,0,50,33.33,0,0.5
548,,Mohammad Fouad,0,0,100,44.44,0.33,1
549,,Bai Kamara,0,0,0,20,0,0.33
550,,AbouBakr El Gamal,0,0,16.67,11.11,0,0.67
551,,Ahmed Amer,0.33,0,50,50,0.67,0.67
552,,Mahmoud Ezzat,0,0,100,100,0,0
553,,Gabriel Chukwudi,0,0,20,31.03,0.2,0.8
554,,Hamdi Nagguez,0.38,0,87.5,48.98,0.25,0.63
555,,Zakaria El Wardi,0.33,0,0,28.57,0.33,2.33
556,,Hossam El Saana,0,0,0,18.18,0.5,1
557,,Walid Farag,0,0.2,22.22,44.68,2,1.2
558,,Mohamed Fares,0.11,0,33.33,27.78,0.56,2
559,,Ahmed Kasem,0.17,0,25,21.43,0,0.5
560,,Fawzi El Henawy,0.09,0,54.55,46.03,0.64,0.73
561,,Dejan Meleg,0,0,0,0,0,0
562,,El Sayed Abou Amenah,0,0,0,0,0,1
563,,Ahmed Ali Amin,0,0,0,0,0,0
564,,Sayed Shabrawy,0.08,0,61.54,38.64,0.17,0.33
565,,Mahmoud Salah,0,0,22.22,26.92,0.63,0.25
566,,Marwan Magdy,0.22,0,0,36.36,0.56,0.33
567,,Hesham Hafez,0.5,0,33.33,42.86,1,0.5
568,,Elsayed Salem,0,0,50,41.18,0,0.2
569,,Ahmed Bahaa,0,0.17,66.67,43.48,1,1.33
570,,Mahmoud El Zanfaly,0,0,0,50,0,0
571,,Hossam Ashraf,0,0,0,0,0,0
572,,Mohamed El Zareef,0,0,100,100,0,1
573,,Alaa Salama,0,0,0,20,0,0
574,,Mohamed Hamed,0,0,0,0,0,0
575,,Ahmed Abdulaziz,1,0,0,0,0,0
576,,Youssef Nader,0,0,0,0,0,0
577,,Ahmed Elkalamawy,0,0,0,0,0,0
578,,Hesham Fathallah,0,0,0,0,0,0
579,,Mustafa Abdelkader,0,0,0,0,0,0
580,,Ademola Shobowale,0,0,0,0,0,0
581,,Elhusseini Samir,0,0,100,66.67,0,0
582,,Abdelrahman Hassan,0,0,0,100,0,0
583,,Gamal El Said,0,0,0,0,0,0
584,,Mohamed Wagdi,0,0,0,50,0,0
585,,Amin Mohamed Amin,0,0,0,0,0,0
586,,Gamal Montasser,0,0,0,0,0,0
587,,Bello Babatunde Martins,0,0,0,0,0,0
588,,Ibrahim Sheta,0,0,0,0,0,0
589,,Atef Al Hakim,0,0,0,0,0,0
590,,Ahmad Algeaidy,0,0,0,0,0,0
