#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
406,,Artur Rudko,0,0,15,66.67,0,44.44
407,,David Poreba,0,0,16,93.75,1,0
408,,Dawid Baldyga,0,0,5,20,1,0
409,,Pawel Chrupalla,0,0,5.5,45.45,2,33.33
410,,Dawid Więckowski,0,0,26,86.54,4,40
411,,Michał Jakóbowski,0,0,4.33,76.92,1,0
412,,Maksymilian Pingot,0,0,52.8,83.33,3.2,33.33
413,,Bogdan Vastsuk,0,0,5.6,85.71,1.6,100
414,,Radosław Cielemęcki,0,0,7,88.57,2.2,0
415,,Jerónimo Cacciabue,0,0,31.09,81.29,4,56.86
416,,Sebastian Musiolik,0.06,0,2.76,51.06,0.59,0
417,,Niilo Mäenpää,0.1,0.06,22.13,81.05,4.39,44.44
418,,Caye Quintana,0.06,0,9.44,75.29,2.44,62.5
419,,Blaž Vrhovec,0,0,30.08,85.93,6.15,46.67
420,,Bartłomiej Kłudka,0.05,0.1,31.1,73.66,6.24,30.21
421,,Dalibor Takáč,0.07,0.04,12.41,74.63,3.59,51.16
422,,Conrado Buchanelli Holz,0,0.05,17.14,71.67,4.95,45.45
423,,Mateusz Bartolewski,0,0,19.45,71.96,3.09,24.14
424,,Kamil Zapolnik,0.09,0,10.91,63.33,2.36,0
425,,Dominik Sokół,0,0,1.86,61.54,0.29,0
426,,Patryk Sokołowski,0,0,14.44,78.46,2.39,17.65
427,,Adrian Łyszczarz,0,0,7.83,76.6,2.67,50
428,,Leândro,0.1,0.1,5.2,76.92,0.7,60
429,,Robin Kamber,0,0,9,83.33,1.75,33.33
430,,Piotr Samiec-Talar,0.16,0.05,10.74,74.51,3.58,38.46
431,,Saša Živec,0,0.07,6.86,73.96,2.57,40
432,,Bartosz Bida,0.13,0.07,7.2,66.67,2.07,50
433,,Igor Kharatin,0,0,19.56,89.77,1.89,80
434,,Christian Clemens,0.1,0,14.9,81.21,4.1,66.67
435,,Adam Ratajczyk,0.11,0.05,13.63,81.85,4.95,61.54
436,,Michał Rzuchowski,0.05,0,22.47,84.78,3.74,59.46
437,,Milan Corryn,0,0,7,60.71,1.75,0
438,,Koki Hinokio,0,0,17.32,78.48,4.59,48.78
439,,Jens Martin Gammelby,0,0.17,19.83,74.79,3.83,47.37
440,,Tornike Gaprindashvili,0.04,0,9.04,73.56,3.22,20
441,,Jean Franco Sarmiento,0,0,12.3,78.05,4.3,75
442,,Jakub Sypek,0,0,4.4,69.7,1.53,50
443,,Jakub Lewicki,0.05,0.05,18.79,63.87,3.79,25.53
444,,Mariusz Fornalczyk,0.09,0.09,6,72.73,2.36,60
445,,Daniel Szelągowski,0,0,4.25,70.59,2,0
446,,Kacper Trelowski,0,0,21.67,70,0.33,35.09
447,,Javier Ajenjo Hyjek,0,0.11,19,85.38,2.44,58.33
448,,Kacper Sezonienko,0,0,7.96,60.11,1.39,26.67
449,,Roberto Corral,0,0,7.4,64.86,1.2,40
450,,Mateusz Cholewiak,0,0,10.18,75.45,4.05,20
451,,Martin Šulek,0.1,0,30.75,77.07,4.55,42.67
452,,Oliwier Wojciechowski,0.14,0.14,13,71.43,2.29,22.22
453,,Szymon Sarbinowski,0.33,0,4.67,71.43,0.33,0
454,,Alex Sobczyk,0,0,3,63.33,1.2,0
455,,Jon Aurtenetxe,0,0,26,72.12,1.63,30.19
456,,Léo Borges,0,0,29.13,75.06,6.4,36.36
457,,Dawid Kocyła,0.05,0,8.9,68.54,2.2,36.36
458,,Miroslav Gono,0,0,9.75,87.18,3,100
459,,Wiktor Długosz,0.11,0.11,8.44,82.89,2.78,66.67
460,,Adrian Danek,0,0.11,15.33,56.88,2.72,25
461,,Maciej Wolski,0.04,0,18.84,71.34,3.32,41.67
462,,Szymon Kobusiński,0,0,2.8,71.43,0.6,0
463,,Juan Camara,0,0,9.38,70.67,1.5,71.43
464,,Dennis Jastrzembski,0.04,0,9.79,81.39,3.18,38.89
465,,Daniel Pik,0.04,0,7.24,75.14,2.8,40
466,,David Stec,0,0,30.71,80.27,4.06,52.83
467,,Jakub Ojrzyński,0,0,28,60.71,2,43.75
468,,Jakub Jędrasik,0,0,0,0,0,0
469,,Jayson Papeau,0,0,10,80,3,100
470,,Mikołaj Rakowski,0,0,9,66.67,1,100
471,,Krzysztof Kolanko,0,0,1,25,0.25,0
472,,Jan Biegański,0,0,5.5,77.27,0.75,20
473,,Kacper Jodlowski,0,0,1.5,83.33,0.25,100
474,,Pawel Olszewski,0,0,5.82,65.63,1.64,25
475,,Adrian Bukowski,0,0,20.22,84.62,2.78,81.82
476,,Patryk Szwedzik,0,0,4.78,79.07,1.67,100
477,,Przemysław Maj,0,0.2,6.8,73.53,1.4,50
478,,Mehdi Lehaire,0,0,3.86,74.07,0.71,25
479,,Karol Borys,0.17,0,10,88.33,2.67,0
480,,Marcel Zylla,0,0,4.5,77.78,1.5,0
481,,Krystian Okoniewski,0,0,2.33,78.57,0.67,0
482,,Amadej Maroša,0,0,3.8,73.68,0.4,50
483,,Mateusz Żukowski,0,0,11,69.7,1.33,0
484,,Krystian Kardys,0,0,4.33,61.54,0.67,0
485,,Jedrzej Grobelny,0,0,23.67,47.89,1.67,30.19
486,,Szczepan Mucha,0,0,3.5,57.14,0.67,40
487,,Jakub Szymański,0,0,35,73.02,2.11,30.91
488,,Dušan Stojinović,0,0,33.83,72.66,2.92,37.25
489,,Luka Zarandia,0,0.14,5.29,78.38,2,25
490,,Jakub Konstantyn,0,0,2,50,1,100
491,,Ignacy Dawid,0,0,5,80,0,0
492,,Nikodem Zielonka,0,0,3,100,2,0
493,,Jakub Paszkowski,0,0,3,100,0.5,0
494,,Martin Hašek,0,0,2.33,85.71,1,0
495,,Milan Kvocera,0.1,0,2.8,92.86,1.1,0
496,,Maciej Śliwa,0,0,7.25,68.97,1.38,42.86
497,,Andrzej Trubeha,0.29,0.14,7.43,61.54,1.57,57.14
498,,Sebastian Bergier,0,0,3.57,64,1.29,0
499,,Michal Gurgul,0,0,21.67,89.23,2.33,50
500,,Stefanos Kapino,0,0,22.5,61.11,1,44.44
501,,Dominik Piła,0,0,10.14,65.49,2.93,60
502,,Tomasz Neugebauer,0,0,28,85.71,7,100
503,,Bartosz Kieliba,0,0,2,75,0.5,50
504,,Saša Balić,0,0,21.09,65.52,2.73,25
505,,Lirim Kastrati,0,0,13,84.62,0,100
506,,Dominik Holec,0,0,24,100,0,100
507,,Krzysztof Janus,0,0,5,100,3,0
508,,Jakub Wrąbel,0,0,44,72.73,2,42.86
509,,Albert Posiadała,0,0,15,46.67,0,11.11
510,,Yadegar Rostami,0,0,3,33.33,1,0
511,,Filip Rozga,1,0,1,100,1,0
512,,Jędrzej Hanuszczak,0,0,1,100,1,0
513,,Łukasz Gerstenstein,0,0,2,100,1,0
514,,Marcin Garuch,0,0,1,100,1,0
515,,Mariusz Pawelec,0,0,1,100,0,0
516,,Patryk Zaucha,0,0,0,0,0,0
517,,Mateusz Kempski,0,0,0,0,0,0
518,,Sebastian Strózik,0,0,0,0,0,0
519,,Hubert Szulc,0,0,0,0,0,0
520,,Bartlomiej Kolec,0,0,2,100,0,100
521,,Adam Debinski,0,0,1,0,0,0
