Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances
Jae Won Hwang,0.03,0,50,0.39,0,0,1.97,1.3,0,1.27,0,0.61,0.15,0.06,33.48,75.93,6.55,43.04,0,0.3,0,0,0.79,0.24,0.24,0,42.11,50.68,0.67,0.88,33
Chung Woon,0.08,0.04,0,0.32,0.04,0,0.96,0.76,0,1.8,0,0.2,0.04,0,48.08,85.86,6.76,55.56,0,0.2,0,0,0.84,0.12,0.24,0,47.69,54.26,0.6,0.72,25
Heui-kyun Lee,0.06,0.18,51,1.38,0,0,1.18,0.53,0,0.56,0,0.41,0.15,0.03,28.59,84.67,7.76,66.13,0,0.03,0,0,0.47,0.03,0.18,0,20.69,47.84,0.74,0.65,34
Dave Bulthuis,0.06,0.06,57.14,0.33,0.06,0,0.78,1.61,0.11,2.83,0,0.22,0,0.06,40.39,82.94,2,47.67,0,0.06,0,0,1.17,0,0,0.06,79.71,70.37,0.17,0.5,18
Ataru Esaka,0.15,0.1,68.75,1.25,0.05,0,1.2,0.6,0,0.35,0,0.75,0.2,0.2,29.25,74.02,8.85,34.21,0,0,0,0,0.55,0.2,0,0,47.37,46.27,0.45,0.85,20
Jonathan Ring,0,0,35.71,1,0,0,0.55,0.18,0,0,0,0.27,0.18,0,21.82,77.08,7,61.54,0,0.09,0,0,0.18,0.09,0,0,33.33,41.51,0.64,0.27,11
Vitor Gabriel,0.31,0.44,32.14,2.69,0,0,0.44,0,0,0.19,0,0.38,0.06,0.06,11.81,54.5,3,40,0,0.06,0,0,0.75,0.06,0.25,0.06,43.33,40.58,1.88,1.63,16
Ricardo Lopes,0.25,0.19,52.17,2.5,0,0,0.19,0.19,0,1,0,0.5,0.19,0.13,19.06,77.7,7.69,66.67,0,0,0,0,1.06,0.31,0.06,0.06,37.5,36.09,0.75,1.06,16
Han Hogang,0.13,0,66.67,0.3,0.13,0,1.22,1,0.04,3.17,0,0.35,0,0,40.26,81.75,2.22,46.41,0,0.26,0,0,0.91,0.13,0.13,0.04,48.35,49.7,0.26,0.96,23
Kim Kang-San,0.04,0,60,0.4,0.04,0,1.24,1,0.04,2.2,0,0.36,0,0,24.32,79.28,2.84,43.53,0,0.16,0,0,0.56,0.12,0.12,0,60.27,62.24,0.44,0.56,25
Chung-yong Lee,0.03,0.03,60,0.39,0,0,0.94,0.55,0,0.27,0,0.64,0.03,0.03,40.36,87.54,13.09,66.13,0,0.06,0,0,0.36,0.18,0.15,0,32,51.35,0.88,0.3,33
Kyu-seong Lee,0,0,60,0.35,0,0,1.26,0.48,0,0.16,0.03,1.06,0.06,0.06,56.13,88.33,15.1,62.81,0,0.06,0,0,0.58,0.19,0.13,0,50,46.67,0.65,0.74,31
Gerso Fernandes,0.21,0.12,48.35,1.47,0,0,0.76,0.12,0,0,0,0.41,0.12,0.21,13.82,78.09,4.71,22.22,0,0.06,0,0,0.56,0.18,0.06,0,31.58,41.52,1.15,1.32,34
Kweon Hang-Jin,0.06,0.06,50,0.28,0,0,0.61,1,0,3.56,0,0.28,0,0,39.72,87.41,1.39,40.3,0,0.28,0,0,0.72,0.22,0.06,0,42.37,42.11,0.11,0.67,18
Seung-beom Ko,0.06,0,44.64,0.94,0,0,2.47,1.09,0,1.03,0,1.13,0.06,0.03,49.16,84.87,8.97,50.55,0,0.13,0,0,1.16,0.13,0.13,0,38,48.87,0.88,0.81,32
Won-sang Eom,0.14,0.21,46,1.57,0,0,1,0.36,0,0.18,0,0.54,0.18,0.14,18.29,77.93,7.61,40,0,0,0,0,0.75,0.14,0.04,0,25,45.98,0.64,0.39,28
Chan Kim,0,0,100,2,0,0,0.5,0,0,0,0,0,0,0.5,14,67.86,4.5,100,0,0,0,0,0,0,0,0,38.89,39.29,0.5,1.5,2
Jin-woo Jo,0,0.03,33.33,0.85,0,0,0.94,1.42,0,4.45,0.03,0.48,0.06,0.03,27.82,71.68,1.79,37.84,0,0.3,0,0,0.82,0.27,0.18,0.03,65.48,58.33,0.21,0.97,33
Stanislav Iljutcenko,0.21,0.25,60,1.21,0.08,0,0.54,0.13,0,0.29,0,0.25,0,0,11.25,67.04,2.63,25,0,0,0,0,0.46,0.04,0,0,42.11,47.69,0.63,0.38,24
Edgar Silva,0.26,0.26,42.25,2.26,0.24,0,0.47,0.29,0,1.21,0,0.32,0.09,0.12,20.85,65.73,5.15,51.52,0,0.15,0,0,0.76,0.24,0.12,0.03,58.53,48.47,1.21,1.5,34
Uh-jae Jeong,0,0,66.67,0.12,0,0,1.65,1.08,0,1.5,0,0.46,0.04,0.04,35.15,77.57,7.85,46.05,0,0.19,0,0,0.65,0.12,0.04,0,53.97,58.62,0.35,0.35,26
Willyan,0.24,0.09,55.79,1.36,0,0,1.03,0.33,0,0.18,0,0.33,0.12,0.09,14.88,75.36,3.94,41.86,0,0,0,0,0.82,0.06,0.12,0,36.36,49.42,0.85,0.58,33
Tae-seok Lee,0,0,60,0.37,0,0,1.47,1.2,0,1.7,0.03,0.33,0.07,0.03,44.63,75.65,7.2,29.81,0,0.13,0,0,0.83,0.03,0.13,0,50,54.95,0.6,0.87,30
Kwang-hyeok Lee,0.11,0.22,41.18,1.3,0.04,0,0.67,0.33,0,0.19,0,0.33,0.11,0.15,22.11,83.58,7.11,45,0,0,0,0,0.93,0.26,0.22,0,25.58,46.24,1.59,0.67,27
Seong-jun Min,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,25,50.4,0.6,30.68,2,0.4,0,0,0.6,0.2,0,0,100,100,0.4,0,5
Ja-ryong Koo,0,0,44.44,0.17,0,0,0.83,1.65,0,2.7,0,0.7,0,0,45.91,85.89,3.35,47.32,0,0.35,0,0,0.61,0.04,0.22,0,72.86,57.72,0.52,0.78,23
Hwang Mun-ki,0,0,41.18,0.18,0,0,1.18,0.23,0,0.68,0,0.68,0.05,0.05,21.45,74.79,3.95,41.18,0,0.14,0,0,0.27,0.09,0,0,46.67,52.17,0.64,0.59,22
Yeon-su Kim,0,0,42.86,0.36,0,0,1,0.86,0,4.68,0,0.41,0,0,40.68,81.12,2.45,35.29,0,0.27,0,0,0.64,0.14,0.14,0,56.25,53.45,0.27,0.86,22
Yun-sang Hong,0.2,0.2,54.55,1.2,0.1,0,1.1,0.4,0.1,0.3,0,0.3,0,0,22.1,75.57,7.5,0,0,0.2,0,0,0.5,0.3,0,0,8.33,51.43,1.2,0.6,10
Sung-joon Kim,0,0,80,0.17,0,0,0.83,1.17,0,0,0,0.67,0.17,0.17,55.67,87.43,8.67,53.33,0,0,0,0,0.5,0.17,0,0,28.57,46.67,0.5,0.5,6
Hyeong-mo Yang,0,0,0,0,0,0,0.03,0,0,0.97,0.03,0.06,0,0,27.25,62.69,1.33,38.79,3.31,0.17,0.19,0,1.36,0.14,0,0,85.71,83.33,0.22,0,36
Tae-hwan Kim,0.05,0,50,0.15,0,0,1.1,1.05,0,0.7,0,0.4,0.05,0.05,41.75,84.43,10.4,56.1,0,0.35,0,0,0.65,0.1,0.25,0,52.94,46.02,0.5,1,20
Jong-seong Lee,0,0,77.78,0.43,0,0,1.71,1,0,0.57,0,1,0.05,0.1,54.14,79.77,9.62,56.48,0,0.05,0,0,1.24,0.1,0.38,0.05,52.63,55.49,1.38,1.05,21
Seung-hun Oh,0,0,0,0,0,0,0,0,0,0.9,0.05,0,0,0,18.86,51.77,0.62,41.72,2.38,0.29,0.19,0.05,0.95,0.24,0.14,0,100,100,0.14,0,21
In-jae Hwang,0,0,100,0,0,0,0,0,0,0.76,0,0.03,0.03,0,22.92,64.39,1.03,38.7,2.3,0.3,0.11,0,0.73,0.35,0.08,0,100,95.45,0.11,0,37
Ung-heui Lee,0.09,0,80,0.36,0,0,1.09,2.09,0,2.18,0,0.09,0,0,35.91,78.48,3.09,30.61,0,0.09,0,0,0.82,0.18,0.18,0,57.89,58.57,0.27,0.82,11
Thomás,0.07,0.07,56.9,0.86,0,0,0.86,0.36,0,0,0,0.82,0.11,0.04,17.36,87.04,5.11,68.75,0,0,0,0,0.43,0,0.14,0,16.67,51.12,1.89,0.68,28
Dong-geon No,0,0,0,0,0,0,0,0,0,1.24,0.08,0.04,0,0,26.92,62.85,1.92,42.66,3.6,0.12,0.2,0.04,1.44,0.44,0.08,0,88.89,85.71,0.08,0,25
Fejsal Mulić,0.18,0.27,47.06,2.55,0,0.91,0.09,0.05,0,0.18,0,0.05,0.18,0.05,9.86,60.37,2.5,33.33,0,0,0,0,0.73,0.05,0.09,0,54.74,50,0.5,0.45,22
Geon-ung Kim,0.09,0.04,54.55,0.61,0,0,0.91,0.43,0,1.39,0,0.43,0,0,38.35,87.07,5.91,58.54,0,0.22,0,0,0.43,0.09,0.26,0,48,40.38,0.13,1.13,23
Kim Shin-jin,0.19,0.04,43.48,1.33,0.04,1.85,0.93,0.22,0.04,0.26,0.04,0.37,0.11,0.04,16.59,77.68,4.7,61.54,0,0,0,0,1.07,0,0.19,0,45.65,44.5,0.59,1.04,27
Shi-yeong Lee,0,0,36.36,0.27,0,0,1.4,0.53,0,0.73,0,0.33,0.07,0.13,21.67,86.15,5,56.52,0,0.07,0,0,0.53,0.07,0.13,0,54.55,58.11,0.4,0.4,15
Moon-hwan Kim,0,0,58.33,0.18,0,0,1.27,1.55,0,1.45,0,0.64,0.18,0.09,35.64,80.61,7.55,50,0,0.18,0,0,0.91,0,0,0.09,54.55,50.79,0.45,0.64,11
Ji-hwan Mun,0.07,0,66.67,0.44,0.04,0,1,1.04,0,1.04,0,0.44,0.07,0,34.44,82.9,5.26,60.71,0,0.04,0,0,0.37,0.15,0.3,0,68.57,55.47,0.63,0.78,27
Gustavo,0.2,0.23,54.17,1.47,0.03,0,0.57,0.13,0,0.47,0,0.37,0.13,0,12.2,57.92,3.17,33.33,0,0.03,0,0,0.47,0.07,0.07,0,52.74,49.06,0.7,0.93,30
Masatoshi Ishida,0.24,0.12,51.52,1.48,0,0,1.04,0.36,0,0.28,0,0.84,0.08,0.12,14.8,79.19,5,56.52,0,0,0,0,0.76,0.04,0,0,26.67,39.05,0.6,0.8,25
Dong-Won Ji,0.1,0.1,37.5,1.2,0.1,0,0.4,0.2,0,0.4,0,0.2,0.1,0.1,14.1,82.98,4,28.57,0,0,0,0,0.4,0.2,0.1,0,64.71,50,0.6,0.5,10
Seung-gyu Han,0.06,0.06,42.11,1.06,0,0,1,0.24,0,0.35,0,0.53,0.12,0.06,27.59,88.27,6.94,60.71,0,0,0,0,0.76,0.06,0.12,0,36.36,45.95,0.29,0.59,17
Jeong-hwan Kim,0.5,0.5,0,1.5,0.5,0,0,0,0,0,0,0,0,0,12,100,4.5,100,0,0,0,0,1.5,0,0,0,25,22.22,0.5,0.5,2
Sang-min Shim,0,0,35,0.24,0,0,0.67,1.05,0,0.86,0,0.29,0.19,0.1,47.29,78.45,7.43,33.54,0,0.29,0,0,0.71,0.24,0.05,0,45.45,54.13,1.33,0.48,21
Young-sun Yun,0,0,0,0,0,0,1,1,0,1,0,0,0,0,26,69.23,3,0,0,0,0,0,0,0,0,0,100,100,0,0,1
Wi-je Cho,0,0,0,0,0,0,2,1,0,2,0,0,0,0,59,83.05,2,28.57,0,0,0,0,0,1,0,0,50,53.85,1,1,1
Lim Hyung-jin,0,0,0,0,0,0,0,0,0,5,0,0,0,0,25,72,1,37.5,0,1,0,0,0,0,0,0,66.67,50,0,1,1
Hwang Do-yoon,0,0,0,0,0,0,3,2,0,0,0,1,0,0,32,75,3,0,0,0,0,0,1,0,0,0,0,60,0,1,1
Ho-yeong Seong,0,0,0,1.5,0,0,1.5,0,0,0,0,0,0,0,17,79.41,6.5,80,0,0,0,0,0,0.5,0,0,50,66.67,1,0.5,2
Song Jun-Seok,0,0,25,1,0,0,3.5,2.5,0,1.5,0,0.5,0,0,28,66.07,4.5,16.67,0,0.5,0,0,0.5,0.5,0,0,75,53.85,1.5,2.5,2
Park Jin-hong,0,0,0,0.5,0,0,0.5,0,0,1,0,0,0,0,7.5,80,1.5,0,0,0,0,0,0,0,0,0,50,50,0.5,1,2
Gang-han Lee,0,0,0,0,0,0,1,0.33,0,0.67,0,0.67,0,0,4.33,69.23,2,0,0,0,0,0,0,0,0,0,0,60,0,0,3
Kim Seung Woo,0,0,100,0,0,0,0.8,0.4,0,2.8,0,0.2,0,0,47.6,85.71,2.8,42.86,0,0.2,0,0,0.8,0.2,0,0,50,53.57,0.2,0.4,5
Jun Lee,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,17.85,65.09,0.46,32.11,2.23,0.23,0,0,0.85,0.15,0.15,0,100,85.71,0.08,0,13
Jin-su Seo,0.15,0.12,45.1,1.44,0,0,0.79,0.21,0,0.32,0,0.41,0.09,0.06,17.41,72.64,5.56,63.89,0,0.06,0,0,0.82,0.29,0.06,0,31.25,40.8,1.15,0.59,34
Jong-beom Baek,0,0,0,0,0,0,0,0,0,0.62,0.04,0,0,0.04,26.27,76.28,0.35,42.7,2.58,0.19,0.12,0.04,1.38,0.04,0.08,0,100,92.31,0.15,0,26
Yeong-eun Choi,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,21.72,49.1,1.89,42.06,2.17,0.39,0.06,0,0.78,0.22,0.22,0,100,100,0.28,0,18
Murilo,0.27,0.13,47.83,1.73,0.07,3.33,1.2,0.2,0.07,0.33,0,0.8,0,0.07,28.93,82.72,9.27,60.61,0,0.07,0,0,1.13,0.33,0.13,0,39.13,46.72,1.4,0.67,15
Dong-jin Park,0.18,0.06,22.22,1,0.12,0,0.35,0.06,0,0.47,0,0.41,0.06,0.12,6.18,70.48,2.53,50,0,0,0,0,0.65,0.06,0.18,0,35.42,34.04,0.41,0.88,17
Bo-seob Kim,0.09,0.12,39.58,1.7,0,0,1.06,0.12,0,0.3,0,0.39,0.12,0.12,16.24,78.92,4.52,37.5,0,0.06,0,0,0.64,0.12,0.06,0,28.57,38.4,0.64,0.94,33
Jeong-hyeob Lee,0.1,0,75,0.8,0.05,0,0.2,0.05,0,0.45,0,0.2,0.1,0.1,13.6,69.49,2.8,45.45,0,0,0,0,0.5,0,0.1,0,36.36,38.52,0.4,0.45,20
Bo-kyung Choi,0,0,100,0,0,0,0.31,0.69,0,1.85,0,0.08,0,0,31.15,90.62,1,53.33,0,0,0,0,0.62,0.15,0,0,41.18,57.58,0.54,0.23,13
Park Cheol-woo,0,0,52,0.39,0,0,1.9,0.94,0,1.42,0,0.84,0.03,0,23.58,76.2,3.58,32.47,0,0.03,0,0,0.94,0.32,0.1,0,58,59.58,0.94,0.68,31
Byong-jun An,0.17,0.28,31.58,1.93,0.03,0,0.41,0.1,0,0.72,0,0.21,0.17,0.03,13.17,58.12,2.97,66.67,0,0.1,0,0,0.86,0.1,0.03,0,54.09,51.06,1.1,0.72,29
Lucas Barcellos,0.16,0.13,42.5,2.03,0,0,0.97,0.16,0,0.16,0,0.74,0.26,0.03,14.13,71.92,4.65,53.85,0,0.06,0,0,0.55,0.1,0.1,0,22.73,40.13,1.48,1.45,31
Lim Jong Eun,0,0,100,0.25,0,0,0.5,0.5,0,2.25,0,0,0,0,26.5,84.91,3.75,77.78,0,0,0,0,0.5,0.25,0,0,55,65.38,0.5,0,4
Oh-kyu Kim,0.03,0,52.94,0.37,0,0,1.27,1.97,0.03,3.5,0,0.8,0,0,53.03,80.01,5.23,43.94,0,0.23,0,0,1.03,0.2,0.27,0,64.13,58.18,0.73,0.67,30
Park Jae-yong,0.25,0,0,0.88,0.13,0,0.38,0.13,0,0.13,0,0.63,0,0,11,54.55,2.5,0,0,0,0,0,0.25,0,0,0,48.89,41.18,0.38,0.38,8
Hugo Gomes,0.06,0,0,0.88,0.06,0,2.18,0.53,0,4.06,0,0.76,0,0,53.82,80.55,3.65,47.88,0,0.12,0,0,1.47,0.35,0.18,0.06,67.07,66.05,0.88,0.59,17
Seung-mo Lee,0.1,0.1,63.64,1,0,0,1.1,0.8,0.05,0.9,0,0.85,0,0,39.7,87.15,5.65,62.9,0,0,0,0,0.4,0.3,0.2,0,46.88,48.21,0.5,0.7,20
Keita Suzuki,0.08,0,50,0.46,0,0,1.69,0.81,0,0.65,0,0.65,0.04,0,12.96,71.51,2.81,44.68,0,0.04,0,0,0.69,0.08,0.19,0,33.33,53.75,0.62,0.42,26
Yago Cariello,0.09,0.18,57.14,1,0,0,0.55,0.64,0,0.36,0,0.36,0,0.09,10.09,58.56,1.91,0,0,0,0,0,0.55,0,0,0,45.24,48,0.64,0.55,11
Mu-yeol Ko,0,0,66.67,0.67,0,0,0.33,0.17,0,0.17,0,0,0,0,14.33,88.37,4.5,0,0,0,0,0,0.5,0,0,0,50,56.25,0.33,0,6
Seok-yeong Yun,0,0,44.44,0.25,0,0,1,0.91,0.03,2.5,0,0.5,0.03,0,44.44,80.94,6.44,37.44,0,0.22,0,0,0.75,0.25,0.09,0,50,57.56,0.88,0.38,32
Lee Ho-jae,0.22,0.14,37.93,1.17,0.03,0,0.42,0.14,0,0.33,0,0.31,0.08,0.03,9.11,72.26,2.47,37.5,0,0,0,0,0.33,0.08,0.03,0.03,39.47,41.8,0.89,0.44,36
Go Myeong Seok,0,0.05,100,0.27,0,0,1.23,0.86,0,3.5,0,0.55,0,0,40.68,82.23,2.09,44.52,0,0.05,0,0,1.18,0,0.14,0,50.62,55.71,0.32,0.36,22
Soon-min Hwang,0,0,50,0.13,0,0,1.5,0.13,0,1.13,0,0.25,0,0,21.13,76.33,2.13,30,0,0,0,0,0.63,0.38,0.13,0,50,70.83,0.25,0.25,8
Seon-min Moon,0.18,0.06,44.62,1.44,0,0,0.5,0.18,0,0.21,0,0.59,0.03,0.03,14.68,75.55,5.21,50,0,0.12,0,0,0.32,0.03,0.12,0,38.71,40,0.82,0.74,34
Seung-dae Kim,0.09,0.18,26.92,0.62,0,0,0.47,0.29,0,0.21,0,0.35,0.29,0.18,21.88,79.3,5.09,63.33,0,0.15,0,0,0.5,0.26,0.06,0,41.38,38.97,0.53,0.41,34
Seung-seob Kim,0.07,0.03,46.51,0.79,0.03,0,0.45,0.17,0,0.14,0,0.07,0.03,0.03,15.21,81.63,5.21,11.76,0,0.03,0,0,0.72,0.24,0.1,0,54.55,48.21,0.31,0.31,29
Seon-min Kim,0,0,66.67,0.43,0,0,1.43,1.67,0.03,1.23,0,0.77,0,0,37.53,86.15,3.8,55.83,0,0.03,0,0,0.97,0.33,0.2,0,50,45.66,0.5,1.6,30
Bae Jun-Ho,0.12,0,53.33,0.76,0.06,0,1.24,0.65,0,0.35,0,0.65,0.06,0,22.59,80.21,7.59,58.33,0,0.06,0,0,1.06,0.18,0,0,36.67,48.43,1.24,0.18,17
Jeong-won Eo,0,0,0,0.5,0,0,1,0,0,0.5,0,0,0.5,0,19.5,82.05,5,33.33,0,0,0,0,2.5,0,0,0,50,55.56,1,1.5,2
Ju-kong Kim,0.11,0.25,47.54,1.64,0.07,0,1.39,0.32,0,0.18,0,0.75,0,0,19,80.64,5.29,47.83,0,0.04,0,0,0.68,0.18,0.04,0,41.86,44.08,0.79,0.75,28
In-su Yu,0.04,0.07,62.96,0.59,0.04,0,1.59,0.56,0,0.89,0,0.85,0.07,0,20.74,69.82,4.67,36.67,0,0.04,0,0,0.3,0.07,0.04,0,48.44,53.69,0.67,0.78,27
Su-il Park,0.03,0.08,43.18,0.44,0,0,1.42,0.97,0,1.17,0,0.39,0.08,0.08,40.67,81.15,7.69,42.68,0,0.17,0,0,1.03,0.06,0.08,0,31.43,50,0.86,0.72,36
Koo Ja-Cheol,0,0.06,41.18,0.94,0,0,1.31,0.56,0,0.44,0,0.19,0.06,0.06,32.44,84.59,5.88,55,0,0.06,0,0,0.69,0.25,0.31,0,40,50.34,1.81,0.94,16
Dong-ho Jeong,0,0,40,0.47,0,0,1.7,0.73,0,0.93,0.07,0.67,0.07,0.07,38.57,84.7,6.9,61.6,0,0.13,0,0,1.37,0.37,0.17,0,41.18,58.47,1.07,0.5,30
Hyeon-sik Lee,0.07,0,50,0.41,0,0,2,1,0.03,1.03,0,0.79,0.1,0.03,32.59,79.37,8.17,44.12,0,0.17,0,0,0.86,0.21,0.28,0.03,50.79,52.28,1.93,1.52,29
Seung-un Ha,0.11,0.06,33.33,0.67,0,0,0.61,0.17,0,0.28,0,0.56,0,0.06,12.89,76.29,3.94,77.78,0,0,0,0,0.33,0.11,0.06,0,22.22,40.35,0.39,0.39,18
Joo-won Kim,0,0,100,0.18,0,0,0.68,0.96,0,4.25,0,0.25,0,0.04,39.43,83.51,1.54,39.2,0,0.18,0,0,1,0.18,0.29,0,65.18,61,1.07,1.14,28
Min-deok Kim,0.08,0.08,68.75,0.31,0,0,1,1.27,0,3.27,0,0.38,0,0,37.96,77.51,2.69,40,0,0.19,0,0,1.19,0.23,0.08,0,55.26,54.43,0.27,0.5,26
Seong-ung Maeng,0,0.06,40,0.53,0,0,1.06,1.06,0,0.53,0,1,0,0.06,23.94,81.57,4.06,61.82,0,0,0,0,0.41,0.12,0.29,0,64.52,51.97,1.29,1.12,17
Kwang-hun Shin,0,0,75,0.19,0,0,0.38,0.81,0,0.48,0,0.33,0.05,0.05,31.76,80.81,5.9,59,0,0.05,0,0,0.29,0.14,0.29,0,57.14,49.37,0.62,0.71,21
Seong-Hoon Cheon,0.33,0.17,46.67,1.44,0.11,0,0.17,0,0.06,0.67,0,0,0,0,12.83,72.29,2.89,83.33,0,0.06,0,0,0.5,0.11,0.06,0,44.44,41.22,0.22,0.28,18
Bae-jong Park,0,0,0,0,0,0,0,0,0,1.58,0,0.08,0,0,25.25,66.67,1.08,42.29,3.25,0.08,0,0,1.58,0.42,0.17,0,100,85.71,0.08,0,12
Jackson Lachlan,0,0.12,60,0.64,0,0,1.16,1,0,4.4,0,0.16,0.04,0,44.6,80.18,2.72,45.78,0,0.08,0,0,1.56,0.32,0.12,0.04,61.17,63.13,0.24,0.52,25
Kang Hyun Yu,0.04,0.15,42.86,1.12,0,0,0.42,0.19,0,0.31,0,0.23,0.04,0.08,11.46,69.46,3.54,37.5,0,0.04,0,0,0.35,0.08,0.08,0,33.04,36.23,0.54,0.58,26
Anton Krivotsyuk,0.03,0,51.52,0.33,0,0,1.52,1.06,0.03,2.94,0,0.85,0.06,0.03,43.33,81.61,4.52,45.99,0,0.18,0,0,1.09,0.24,0.27,0.03,57.69,54.98,0.88,0.97,33
Kyo-won Han,0.18,0.11,33.33,1.25,0.04,0,0.71,0.29,0,0.43,0,0.43,0.18,0.07,10.64,70.81,3.71,33.33,0,0,0,0,0.5,0.11,0.04,0,33.33,38.36,0.54,0.75,28
Park Seung-ho,0.11,0.11,16.67,1,0,0,1.11,0.22,0,0.56,0,1,0.11,0,16.33,76.87,3.22,66.67,0,0.11,0,0,0.44,0,0.11,0,37.5,37.66,0.89,0.78,9
Yoon Jae-woon,0,0,33.33,0.5,0,0,0.83,0.67,0,0.83,0,0,0.17,0.17,12.33,66.22,2.33,25,0,0,0,0,0.5,0,0,0,42.86,46.43,0.5,0.5,6
Jo Hyun-tae,0,0,0,0,0,0,0.1,0.1,0,1,0,0,0,0,6,81.67,0.1,25,0,0,0,0,0,0,0,0,52.63,55,0,0,10
Lee Kang-Hyeon,0.04,0,56.25,0.35,0,0,0.77,0.54,0,0.96,0,0.31,0.04,0.04,27.62,86.49,4.58,61.19,0,0.08,0,0,0.54,0.04,0.12,0,36.36,41.9,0.27,0.69,26
Ju-yong Lee,0,0.03,50,0.79,0,0,1.88,1.21,0,1.18,0,0.58,0.09,0.03,33.36,81.02,7.61,42.02,0,0.12,0,0,0.73,0.27,0.09,0.03,52.63,52.23,0.58,0.73,33
Jun-yeob Kim,0.04,0.04,33.33,0.29,0,0,1.29,0.89,0,0.93,0,0.68,0.07,0.07,32,77.79,6.93,45.16,0,0.25,0,0,0.71,0.11,0.11,0,55.17,47.69,0.43,0.75,28
Soo-bin Lee,0,0,61.11,0.64,0,0,1.79,0.64,0,0.79,0,0.93,0,0,37.5,80,6.86,42.65,0,0.07,0,0,0.21,0.07,0.29,0,34.78,45.71,0.29,0.86,14
Yeong-uk Kim,0,0,44.44,0.32,0,0,1.27,0.73,0,0.82,0,0.64,0.09,0,19.45,78.97,3.32,37.5,0,0,0,0,0.45,0.09,0.09,0,40.91,48.25,0.64,0.82,22
Beka Mikeltadze,0.2,0,45.45,0.8,0,0,0.7,0.6,0,1,0,0.6,0,0,18.3,82.51,3.5,37.5,0,0,0,0,0.4,0.1,0,0,50,43.86,0.7,0.7,10
Hyeon-uh Kim,0,0.04,80,0.23,0,0,1.27,0.54,0.04,3.65,0,0.31,0.08,0.04,39.23,83.73,2.27,50.39,0,0.12,0,0,1.04,0.15,0.12,0,51.49,55.09,0.12,0.5,26
Park Sang-Hyeok,0.16,0.08,0,0.8,0,0,0.6,0.12,0,0.08,0,0.28,0,0,8.44,66.35,2.04,0,0,0,0,0,0.24,0.16,0.04,0,35.24,39.88,0.68,0.52,25
Dong-jun Lee,0,0.04,25,0.7,0,0,0.83,0.22,0,0.26,0,0.52,0.13,0.09,10.83,69.88,2.83,54.55,0,0,0,0,0.57,0,0,0,43.75,47.26,1.35,0.78,23
Si-hoo Hong,0.17,0.17,0,0.92,0,0,0.67,0.33,0,0.33,0,0.25,0,0.08,8.75,77.14,1.25,25,0,0,0,0,0.33,0,0.17,0,50,42.11,0.33,0.25,12
Dino Islamović,0,0,33.33,1.13,0,0,0.5,0.13,0,0.88,0,0.13,0,0,17.13,56.2,3.25,100,0,0,0,0,0.75,0.13,0.25,0,50,49.44,1,0.75,8
Jang Si-young,0.11,0.11,36.36,0.44,0,0,0.78,0.22,0,0.11,0,0.11,0.11,0,6.67,76.67,2,50,0,0,0,0,0.11,0,0.22,0,40,43.75,0.11,0.44,9
Shin Sang-Eun,0.21,0.05,50,0.68,0,0,0.53,0.21,0,0.21,0,0.11,0.05,0.05,7,72.18,1.95,50,0,0,0,0,0.58,0.11,0.05,0,23.08,46.05,0.68,0.32,19
Jin-yong Lee,0,0,46.67,0.29,0,0,2.32,0.81,0,0.65,0,0.81,0.03,0.03,19.77,77.49,3.29,32.2,0,0,0,0,0.71,0.19,0.26,0,29.03,48.39,0.55,1.58,31
Gustav Ludwigson,0.23,0.27,31.43,1.38,0,0,1,0.5,0,0.46,0,0.73,0.08,0.12,19.5,71.2,5.62,29.63,0,0.08,0,0,0.62,0.15,0.12,0,41.46,36.49,0.23,1,26
Galego,0.06,0.06,50,1.77,0,0,1.14,0.31,0,0.23,0,0.51,0.06,0,12.97,71.81,3.8,43.48,0,0.03,0,0,0.29,0.17,0.14,0,30.88,42.86,0.77,0.69,35
Min-ho Yoon,0,0,75,0.67,0,0,0.5,0.33,0,0.17,0,0.67,0.17,0.17,9.67,74.14,2.33,33.33,0,0,0,0,0,0,0.17,0,33.33,45.16,1,0.67,6
Seong-uk Jin,0,0,100,1,0,0,0,0,0,0,0,0,0,0,3,100,2,0,0,0,0,0,0,0,0,0,0,33.33,0,0,1
Su-huk Jo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,86.67,1.5,50,4,0,0,0,2,0,0,0,0,0,0,0,2
Won-woo Lee,0,0,66.67,0.5,0,0,0,1,0,1,0,0,0,0,4,75,1.5,0,0,0,0,0,0.5,0,0,0,83.33,70,0,0.5,2
Hosam Aiesh,0,0,0,0.67,0,0,0,0,0,0.33,0,0.33,0,0,13,84.62,5.33,66.67,0,0,0,0,0,0,0,0,0,25,0.33,0.67,3
